census_tra,hournumber,shooting_count,robbery_count,assault_count
281400,21,2,8,1
281400,22,1,5,1
281400,23,2,10,0
281500,0,0,5,2
281500,1,2,2,0
281500,2,0,4,3
281500,3,0,1,1
281500,4,0,0,1
281500,5,0,1,0
281500,6,1,0,0
281500,7,1,0,0
281500,8,0,0,0
281500,9,1,1,1
281500,10,2,1,0
281500,11,2,2,1
281500,12,1,2,3
281500,13,0,4,2
281500,14,1,2,1
281500,15,0,2,2
281500,16,1,2,2
281500,17,1,5,2
281500,18,0,1,0
281500,19,4,5,2
281500,20,2,5,1
281500,21,1,9,6
281500,22,3,6,1
281500,23,2,2,1
281600,0,3,9,1
281600,1,3,6,1
281600,2,4,10,2
281600,3,1,6,1
281600,4,2,2,3
281600,5,1,3,1
281600,6,0,1,0
281600,7,2,3,1
281600,8,1,4,1
281600,9,0,4,1
281600,10,2,5,3
281600,11,1,6,4
281600,12,0,5,6
281600,13,4,9,0
281600,14,0,6,0
281600,15,1,4,1
281600,16,3,7,4
281600,17,1,4,0
281600,18,2,10,1
281600,19,5,10,3
281600,20,6,11,4
281600,21,3,12,2
281600,22,2,14,0
281600,23,4,14,3
281700,0,0,0,1
281700,1,2,3,2
281700,2,4,3,2
281700,3,0,3,3
281700,4,0,1,1
281700,5,0,2,0
281700,6,0,1,0
281700,7,0,1,2
281700,8,2,2,0
281700,9,2,1,3
281700,10,1,4,3
281700,11,1,3,0
281700,12,0,3,1
281700,13,0,1,0
281700,14,0,3,2
281700,15,3,10,0
281700,16,2,6,0
281700,17,0,7,1
281700,18,4,2,1
281700,19,1,5,1
281700,20,6,5,1
281700,21,4,10,1
281700,22,0,6,3
281700,23,2,6,0
281800,0,3,7,1
281800,1,5,13,1
281800,2,4,7,1
281800,3,6,8,2
281800,4,6,6,3
281800,5,5,5,2
281800,6,1,3,0
281800,7,0,2,1
281800,8,0,3,1
281800,9,0,7,0
281800,10,0,5,2
281800,11,1,5,2
281800,12,0,6,2
281800,13,1,8,0
281800,14,0,3,0
281800,15,1,7,1
281800,16,2,4,0
281800,17,3,6,2
281800,18,2,2,1
281800,19,0,6,1
281800,20,0,3,0
281800,21,1,13,1
281800,22,3,4,2
281800,23,4,7,2
281900,0,1,12,1
281900,1,3,10,4
281900,2,4,8,2
281900,3,7,12,4
281900,4,6,9,0
281900,5,2,6,0
281900,6,2,8,1
281900,7,1,4,2
281900,8,1,7,0
281900,9,0,6,1
281900,10,2,6,1
281900,11,2,9,4
281900,12,1,12,1
281900,13,4,8,2
281900,14,3,6,2
281900,15,4,12,3
281900,16,3,12,2
281900,17,2,16,3
281900,18,3,12,2
281900,19,2,12,3
281900,20,4,14,2
281900,21,2,18,7
281900,22,3,15,3
281900,23,2,19,0
282000,0,1,8,2
282000,1,0,14,2
282000,2,2,8,1
282000,3,1,5,1
282000,4,1,7,0
282000,5,1,13,1
282000,6,0,8,0
282000,7,0,7,1
282000,8,0,6,1
282000,9,0,4,1
282000,10,3,4,2
282000,11,1,8,4
282000,12,0,6,1
282000,13,0,10,0
282000,14,2,6,1
282000,15,0,8,1
282000,16,0,11,1
282000,17,0,9,1
282000,18,0,8,2
282000,19,1,10,1
282000,20,0,11,2
282000,21,3,10,0
282000,22,5,21,0
282000,23,0,18,1
282100,0,1,1,0
282100,1,0,5,0
282100,2,1,3,2
282100,3,0,2,1
282100,4,0,2,0
282100,5,0,2,0
282100,6,0,2,0
282100,7,0,2,0
282100,8,1,1,0
282100,9,0,0,0
282100,10,0,1,0
282100,11,0,5,1
282100,12,1,2,0
282100,13,1,1,0
282100,14,0,2,0
282100,15,0,2,2
282100,16,0,3,0
282100,17,1,5,0
282100,18,0,3,0
282100,19,0,3,1
282100,20,0,4,0
282100,21,0,5,0
282100,22,1,2,0
282100,23,0,4,0
282200,0,5,1,0
282200,1,1,5,0
282200,2,3,1,0
282200,3,1,4,1
282200,4,1,0,1
282200,5,1,0,0
282200,6,0,0,0
282200,7,0,0,0
282200,8,0,2,0
282200,9,0,4,1
282200,10,0,2,0
282200,11,0,1,0
282200,12,1,2,1
282200,13,1,1,2
282200,14,0,4,2
282200,15,0,1,1
282200,16,1,3,1
282200,17,0,5,1
282200,18,1,5,2
282200,19,0,0,2
282200,20,2,4,0
282200,21,2,5,1
282200,22,1,6,0
282200,23,0,3,0
282300,0,0,6,0
282300,1,0,1,0
282300,2,0,7,0
282300,3,0,5,1
282300,4,0,1,0
282300,5,0,2,1
282300,6,0,1,0
282300,7,0,1,0
282300,8,0,2,1
282300,9,0,1,1
282300,10,1,0,0
282300,11,0,2,0
282300,12,0,1,1
282300,13,0,2,0
282300,14,1,4,1
282300,15,0,7,0
282300,16,0,5,0
282300,17,1,4,0
282300,18,0,5,0
282300,19,1,4,0
282300,20,0,10,0
282300,21,1,9,1
282300,22,1,8,0
282300,23,0,6,1
282400,0,1,6,0
282400,1,1,5,0
282400,2,1,1,0
282400,3,0,4,0
282400,4,0,3,1
282400,5,0,1,0
282400,6,0,3,0
282400,7,1,0,0
282400,8,0,0,1
282400,9,0,0,0
282400,10,0,1,0
282400,11,0,3,0
282400,12,0,0,0
282400,13,1,2,0
282400,14,1,2,0
282400,15,0,3,0
282400,16,0,1,0
282400,17,0,3,1
282400,18,0,3,1
282400,19,1,5,1
282400,20,0,6,0
282400,21,0,4,0
282400,22,0,5,1
282400,23,2,3,0
282500,0,0,1,1
282500,1,0,3,0
282500,2,3,3,0
282500,3,2,4,1
282500,4,1,2,0
282500,5,0,1,1
282500,6,0,3,0
282500,7,0,1,1
282500,8,0,3,0
282500,9,2,2,0
282500,10,0,6,0
282500,11,2,3,1
282500,12,1,7,4
282500,13,0,1,1
282500,14,1,3,0
282500,15,2,4,0
282500,16,0,5,2
282500,17,2,9,0
282500,18,0,8,0
282500,19,1,1,0
282500,20,1,4,0
282500,21,0,5,0
282500,22,0,1,1
282500,23,1,5,2
282600,0,1,7,0
282600,1,0,1,0
282600,2,1,1,1
282600,3,0,2,0
282600,4,0,3,0
282600,5,0,2,1
282600,6,0,0,0
282600,7,0,4,1
282600,8,0,0,0
282600,9,0,3,0
282600,10,1,1,1
282600,11,0,4,0
282600,12,1,1,1
282600,13,0,0,1
282600,14,0,4,1
282600,15,0,6,1
282600,16,1,3,0
282600,17,1,3,0
282600,18,1,5,0
282600,19,0,6,1
282600,20,0,6,1
282600,21,0,2,1
282600,22,1,2,1
282600,23,0,1,1
282700,0,9,25,0
282700,1,7,16,2
282700,2,9,18,3
282700,3,6,12,2
282700,4,3,10,2
282700,5,3,10,1
282700,6,3,10,1
282700,7,2,8,1
282700,8,1,8,0
282700,9,1,9,2
282700,10,5,4,3
282700,11,1,7,4
282700,12,3,18,6
282700,13,3,13,5
282700,14,8,23,5
282700,15,6,26,6
282700,16,4,22,6
282700,17,5,27,11
282700,18,10,30,2
282700,19,7,25,5
282700,20,11,35,7
282700,21,4,35,7
282700,22,12,28,9
282700,23,11,24,6
282800,0,3,5,0
282800,1,7,3,7
282800,2,6,6,1
282800,3,0,6,0
282800,4,0,4,0
282800,5,0,5,0
282800,6,2,1,0
282800,7,0,2,0
282800,8,0,4,1
282800,9,0,3,0
282800,10,0,3,0
282800,11,4,5,0
282800,12,0,6,2
282800,13,1,8,4
282800,14,1,6,0
282800,15,1,7,1
282800,16,0,8,2
282800,17,2,5,0
282800,18,4,8,1
282800,19,4,3,3
282800,20,1,13,2
282800,21,1,14,0
282800,22,1,12,1
282800,23,3,16,4
282900,0,1,4,0
282900,1,0,2,3
282900,2,0,4,0
282900,3,2,2,0
282900,4,0,2,0
282900,5,1,1,0
282900,6,2,3,3
282900,7,0,1,1
282900,8,1,2,3
282900,9,0,4,0
282900,10,2,3,1
282900,11,0,2,3
282900,12,1,1,2
282900,13,3,5,6
282900,14,1,8,4
282900,15,0,3,2
282900,16,4,10,2
282900,17,2,15,1
282900,18,3,5,4
282900,19,0,9,2
282900,20,5,10,2
282900,21,4,9,0
282900,22,5,9,2
282900,23,2,11,3
283000,0,0,0,0
283000,1,0,1,1
283000,2,0,2,0
283000,3,1,1,0
283000,4,0,0,0
283000,5,0,2,0
283000,6,0,1,0
283000,7,2,1,0
283000,8,1,3,0
283000,9,2,1,0
283000,10,0,2,1
283000,11,1,1,0
283000,12,2,2,0
283000,13,5,2,1
283000,14,1,3,0
283000,15,4,4,0
283000,16,0,0,1
283000,17,1,3,1
283000,18,3,5,0
283000,19,2,4,3
283000,20,2,6,2
283000,21,1,2,0
283000,22,0,4,0
283000,23,0,3,1
283100,0,2,7,1
283100,1,2,8,1
283100,2,7,3,2
283100,3,4,4,5
283100,4,0,4,0
283100,5,0,0,0
283100,6,0,3,0
283100,7,1,3,0
283100,8,2,4,0
283100,9,0,4,1
283100,10,0,2,0
283100,11,1,2,0
283100,12,0,5,2
283100,13,0,6,1
283100,14,0,3,3
283100,15,2,5,3
283100,16,0,6,1
283100,17,1,9,4
283100,18,3,7,0
283100,19,0,12,4
283100,20,1,18,2
283100,21,2,11,2
283100,22,5,12,3
283100,23,3,12,1
283200,0,8,11,1
283200,1,1,10,1
283200,2,4,1,2
283200,3,3,5,1
283200,4,1,3,0
283200,5,5,1,0
283200,6,3,2,0
283200,7,1,2,1
283200,8,0,1,2
283200,9,0,0,0
283200,10,1,4,1
283200,11,0,6,0
283200,12,1,2,4
283200,13,0,5,1
283200,14,4,2,1
283200,15,2,5,2
283200,16,2,11,0
283200,17,1,9,2
283200,18,4,6,2
283200,19,4,4,1
283200,20,3,15,3
283200,21,1,14,2
283200,22,5,15,1
283200,23,5,5,0
283300,0,0,3,0
283300,1,0,1,1
283300,2,0,1,0
283300,3,2,1,0
283300,4,0,0,0
283300,5,0,0,0
283300,6,0,0,0
283300,7,0,0,0
283300,8,0,0,1
283300,9,1,0,0
283300,10,0,0,0
283300,11,0,1,0
283300,12,0,0,0
283300,13,0,0,1
283300,14,0,5,0
283300,15,1,2,0
283300,16,0,3,1
283300,17,0,1,0
283300,18,0,1,0
283300,19,0,1,1
283300,20,1,1,1
283300,21,0,0,0
283300,22,1,2,0
283300,23,1,1,0
283400,0,0,0,0
283400,1,0,0,0
283400,2,0,2,0
283400,3,0,0,0
283400,4,0,1,0
283400,5,0,0,0
283400,6,0,1,0
283400,7,0,0,0
283400,8,0,0,0
283400,9,0,0,0
283400,10,0,1,1
283400,11,0,0,0
283400,12,0,0,0
283400,13,0,0,0
283400,14,0,0,0
283400,15,0,0,1
283400,16,1,0,0
283400,17,0,0,0
283400,18,0,1,0
283400,19,0,0,0
283400,20,1,2,0
283400,21,0,0,1
283400,22,0,1,0
283400,23,0,0,0
283500,0,0,3,1
283500,1,0,5,1
283500,2,1,1,2
283500,3,3,3,0
283500,4,1,1,0
283500,5,1,1,0
283500,6,1,2,0
283500,7,0,1,1
283500,8,0,1,1
283500,9,1,3,0
283500,10,1,3,0
283500,11,1,1,2
283500,12,2,1,1
283500,13,2,3,5
283500,14,0,5,0
283500,15,0,10,2
283500,16,1,5,0
283500,17,2,8,1
283500,18,0,5,0
283500,19,1,1,2
283500,20,1,2,0
283500,21,0,3,3
283500,22,0,1,1
283500,23,1,5,0
283600,0,2,5,1
283600,1,2,6,2
283600,2,2,7,2
283600,3,6,5,1
283600,4,4,3,2
283600,5,1,3,0
283600,6,1,2,0
283600,7,0,1,0
283600,8,0,1,2
283600,9,0,5,1
283600,10,0,7,2
283600,11,1,2,3
283600,12,0,3,5
283600,13,1,6,1
283600,14,3,5,1
283600,15,2,4,1
283600,16,3,6,1
283600,17,0,1,3
283600,18,1,6,6
283600,19,7,4,1
283600,20,4,2,2
283600,21,2,4,1
283600,22,2,5,2
283600,23,5,4,0
283700,0,1,1,0
283700,1,2,1,0
283700,2,0,3,1
283700,3,0,1,0
283700,4,1,1,0
283700,5,1,1,0
283700,6,0,1,0
283700,7,0,0,0
283700,8,0,2,0
283700,9,0,1,0
283700,10,0,0,0
283700,11,0,3,0
283700,12,1,2,1
283700,13,0,0,1
283700,14,0,0,0
283700,15,0,0,0
283700,16,1,1,0
283700,17,1,0,1
283700,18,1,4,1
283700,19,0,1,1
283700,20,0,4,0
283700,21,1,1,0
283700,22,0,1,1
283700,23,0,1,0
283800,0,4,9,3
283800,1,5,2,1
283800,2,1,4,3
283800,3,3,1,1
283800,4,2,1,2
283800,5,2,0,0
283800,6,0,1,0
283800,7,1,1,0
283800,8,0,3,1
283800,9,2,4,4
283800,10,4,0,2
283800,11,1,1,3
283800,12,2,4,3
283800,13,2,4,1
283800,14,0,3,5
283800,15,0,10,2
283800,16,0,6,5
283800,17,2,2,2
283800,18,0,6,1
283800,19,7,7,2
283800,20,3,10,0
283800,21,5,9,2
283800,22,3,6,3
283800,23,4,8,2
283900,0,44,19,9
283900,1,34,19,11
283900,2,45,29,16
283900,3,32,17,6
283900,4,20,20,1
283900,5,11,12,0
283900,6,8,12,4
283900,7,8,11,4
283900,8,8,8,2
283900,9,7,8,8
283900,10,8,9,7
283900,11,12,13,8
283900,12,12,11,7
283900,13,16,10,14
283900,14,11,12,11
283900,15,18,23,9
283900,16,15,23,12
283900,17,16,20,11
283900,18,29,20,15
283900,19,26,18,15
283900,20,38,17,13
283900,21,45,30,15
283900,22,31,19,15
283900,23,47,21,13
284000,0,5,7,3
284000,1,1,6,0
284000,2,6,2,0
284000,3,2,2,1
284000,4,1,1,1
284000,5,0,0,0
284000,6,0,0,2
284000,7,1,6,0
284000,8,0,1,2
284000,9,2,0,2
284000,10,2,5,3
284000,11,5,2,6
284000,12,2,3,3
284000,13,4,2,1
284000,14,2,3,3
284000,15,6,5,3
284000,16,0,9,0
284000,17,0,4,0
284000,18,1,10,3
284000,19,3,3,0
284000,20,4,5,3
284000,21,3,9,6
284000,22,3,5,2
284000,23,2,2,1
284100,0,0,0,0
284100,1,0,0,0
284100,2,1,1,0
284100,3,0,0,0
284100,4,0,0,0
284100,5,0,0,1
284100,6,0,0,0
284100,7,0,2,0
284100,8,1,0,2
284100,9,0,0,2
284100,10,0,0,0
284100,11,0,2,0
284100,12,0,0,1
284100,13,1,2,1
284100,14,1,1,3
284100,15,4,0,2
284100,16,1,0,0
284100,17,0,0,0
284100,18,0,0,1
284100,19,1,2,0
284100,20,0,1,0
284100,21,0,0,0
284100,22,0,0,1
284100,23,1,1,0
284200,0,1,0,1
284200,1,1,2,0
284200,2,1,0,0
284200,3,2,2,0
284200,4,0,0,0
284200,5,0,0,0
284200,6,0,0,2
284200,7,0,0,2
284200,8,1,0,0
284200,9,1,1,1
284200,10,0,0,1
284200,11,1,0,1
284200,12,1,2,0
284200,13,0,1,1
284200,14,0,0,0
284200,15,0,2,2
284200,16,0,3,2
284200,17,0,2,1
284200,18,2,1,1
284200,19,1,1,1
284200,20,1,4,1
284200,21,3,1,0
284200,22,3,2,0
284200,23,2,1,1
284300,0,2,4,1
284300,1,3,2,1
284300,2,1,3,1
284300,3,1,3,0
284300,4,1,3,1
284300,5,0,1,0
284300,6,1,2,0
284300,7,1,0,0
284300,8,1,2,1
284300,9,1,1,1
284300,10,1,1,0
284300,11,0,1,1
284300,12,0,3,1
284300,13,0,3,0
284300,14,0,2,0
284300,15,0,4,0
284300,16,0,3,3
284300,17,1,6,0
284300,18,2,4,0
284300,19,1,3,1
284300,20,1,7,1
284300,21,0,4,0
284300,22,1,4,0
284300,23,6,2,1
290100,0,1,2,0
290100,1,1,1,1
290100,2,2,1,0
290100,3,1,0,1
290100,4,0,0,0
290100,5,1,1,0
290100,6,0,0,0
290100,7,0,0,1
290100,8,0,0,0
290100,9,0,1,0
290100,10,0,0,0
290100,11,0,1,0
290100,12,1,0,1
290100,13,0,1,0
290100,14,0,1,0
290100,15,0,2,0
290100,16,0,0,0
290100,17,0,1,0
290100,18,1,0,2
290100,19,0,2,0
290100,20,0,1,0
290100,21,1,3,0
290100,22,2,1,1
290100,23,1,1,1
290200,0,7,8,1
290200,1,9,10,3
290200,2,7,5,4
290200,3,5,2,4
290200,4,0,1,2
290200,5,3,4,0
290200,6,3,3,0
290200,7,2,3,0
290200,8,1,2,4
290200,9,4,5,1
290200,10,2,9,4
290200,11,2,2,7
290200,12,7,5,7
290200,13,6,9,2
290200,14,2,3,4
290200,15,5,8,4
290200,16,9,6,4
290200,17,7,3,7
290200,18,8,6,2
290200,19,6,6,3
290200,20,13,4,4
290200,21,8,6,6
290200,22,8,7,4
290200,23,13,10,1
290300,0,3,6,1
290300,1,5,6,2
290300,2,5,2,2
290300,3,1,5,0
290300,4,1,1,0
290300,5,0,0,0
290300,6,0,3,1
290300,7,2,3,0
290300,8,3,3,1
290300,9,0,4,3
290300,10,1,2,5
290300,11,1,3,6
290300,12,1,5,5
290300,13,1,4,4
290300,14,6,4,2
290300,15,1,6,4
290300,16,7,6,3
290300,17,5,6,4
290300,18,3,6,3
290300,19,2,6,3
290300,20,6,6,4
290300,21,7,5,3
290300,22,2,8,2
290300,23,8,5,0
290400,0,1,4,0
290400,1,0,2,0
290400,2,1,4,1
290400,3,0,3,0
290400,4,0,4,1
290400,5,1,1,0
290400,6,1,4,0
290400,7,0,3,1
290400,8,0,5,2
290400,9,1,1,2
290400,10,1,3,1
290400,11,1,7,2
290400,12,3,10,0
290400,13,2,7,1
290400,14,2,3,5
290400,15,4,12,3
290400,16,0,11,4
290400,17,3,7,4
290400,18,0,9,4
290400,19,1,13,3
290400,20,1,16,0
290400,21,3,5,1
290400,22,1,10,0
290400,23,2,4,0
290500,0,4,9,1
290500,1,5,5,3
290500,2,2,4,0
290500,3,2,4,2
290500,4,1,2,0
290500,5,1,5,1
290500,6,1,6,1
290500,7,2,4,1
290500,8,0,4,2
290500,9,1,5,3
290500,10,4,6,2
290500,11,2,5,1
290500,12,4,6,5
290500,13,3,7,2
290500,14,6,10,2
290500,15,5,7,3
290500,16,8,13,5
290500,17,4,13,5
290500,18,6,8,6
290500,19,6,5,6
290500,20,4,14,6
290500,21,12,19,2
290500,22,1,15,5
290500,23,6,12,5
290600,0,1,3,3
290600,1,1,3,1
290600,2,2,3,2
290600,3,3,5,0
290600,4,0,1,1
290600,5,1,0,1
290600,6,0,2,1
290600,7,0,3,2
290600,8,1,3,0
290600,9,1,0,2
290600,10,3,2,2
290600,11,6,1,2
290600,12,3,2,4
290600,13,2,5,0
290600,14,2,7,5
290600,15,4,7,4
290600,16,4,3,2
290600,17,5,4,7
290600,18,3,7,3
290600,19,5,7,3
290600,20,2,5,2
290600,21,6,9,2
290600,22,2,3,3
290600,23,4,5,1
290700,0,6,13,0
290700,1,8,8,1
290700,2,6,4,4
290700,3,3,10,1
290700,4,5,3,0
290700,5,3,3,0
290700,6,1,3,0
290700,7,2,2,0
290700,8,2,4,2
290700,9,5,7,8
290700,10,5,4,2
290700,11,4,2,5
290700,12,5,3,2
290700,13,6,6,2
290700,14,5,7,4
290700,15,3,5,6
290700,16,9,8,1
290700,17,4,13,4
290700,18,6,8,0
290700,19,11,7,4
290700,20,6,15,5
290700,21,13,13,6
290700,22,12,13,2
290700,23,14,13,6
290800,0,4,4,4
290800,1,3,7,2
290800,2,5,7,2
290800,3,4,7,0
290800,4,2,7,0
290800,5,2,5,0
290800,6,1,0,3
290800,7,0,2,0
290800,8,1,5,3
290800,9,6,7,2
290800,10,2,7,3
290800,11,5,7,3
290800,12,4,6,6
290800,13,4,5,2
290800,14,9,5,2
290800,15,3,8,3
290800,16,2,7,6
290800,17,3,12,3
290800,18,10,14,8
290800,19,5,14,5
290800,20,6,15,5
290800,21,9,14,2
290800,22,8,9,4
290800,23,3,9,1
290900,0,21,26,13
290900,1,32,22,6
290900,2,28,30,8
290900,3,12,19,6
290900,4,11,15,4
290900,5,6,11,3
290900,6,7,7,5
290900,7,3,9,3
290900,8,4,6,12
290900,9,10,18,13
290900,10,13,22,14
290900,11,16,24,20
290900,12,20,21,12
290900,13,15,29,13
290900,14,15,22,17
290900,15,24,27,21
290900,16,22,25,19
290900,17,30,33,16
290900,18,39,40,17
290900,19,29,33,14
290900,20,30,30,17
290900,21,29,40,26
290900,22,39,35,15
290900,23,38,41,22
291000,0,11,4,2
291000,1,4,12,3
291000,2,7,7,2
291000,3,4,5,0
291000,4,3,5,2
291000,5,1,1,2
291000,6,2,2,0
291000,7,1,2,0
291000,8,0,2,1
291000,9,4,9,3
291000,10,5,6,2
291000,11,6,5,3
291000,12,1,10,2
291000,13,2,7,4
291000,14,5,6,7
291000,15,6,10,6
291000,16,5,11,3
291000,17,7,6,5
291000,18,7,10,2
291000,19,6,3,4
291000,20,9,9,2
291000,21,8,5,8
291000,22,8,9,5
291000,23,10,9,8
291100,0,44,49,12
291100,1,35,39,14
291100,2,32,35,8
291100,3,22,17,7
291100,4,13,10,4
291100,5,8,18,3
291100,6,5,14,0
291100,7,4,10,7
291100,8,5,19,11
291100,9,11,19,12
291100,10,8,19,12
291100,11,7,19,18
291100,12,22,18,19
291100,13,17,32,15
291100,14,24,36,20
291100,15,29,24,18
291100,16,25,32,17
291100,17,22,34,17
291100,18,34,32,26
291100,19,38,30,11
291100,20,45,47,22
291100,21,37,37,21
291100,22,41,45,23
291100,23,42,34,16
291200,0,22,21,11
291200,1,24,20,4
291200,2,18,10,6
291200,3,8,18,6
291200,4,10,8,1
291200,5,6,1,1
291200,6,2,7,5
291200,7,3,12,3
291200,8,4,7,2
291200,9,6,17,6
291200,10,7,9,7
291200,11,5,19,10
291200,12,11,19,12
291200,13,6,15,10
291200,14,6,16,10
291200,15,17,22,12
291200,16,20,20,8
291200,17,20,17,13
291200,18,17,27,13
291200,19,18,13,11
291200,20,17,27,13
291200,21,22,26,13
291200,22,32,23,10
291200,23,26,19,6
291300,0,33,14,5
291300,1,18,14,3
291300,2,15,17,4
291300,3,7,9,2
291300,4,2,8,4
291300,5,5,14,1
291300,6,2,11,3
291300,7,0,9,5
291300,8,3,10,4
291300,9,4,11,4
291300,10,8,13,8
291300,11,6,12,13
291300,12,11,6,4
291300,13,14,16,6
291300,14,17,19,7
291300,15,20,18,9
291300,16,22,21,5
291300,17,24,22,12
291300,18,28,27,8
291300,19,21,20,11
291300,20,25,21,13
291300,21,26,24,12
291300,22,31,21,9
291300,23,23,16,9
291400,0,10,14,3
291400,1,22,19,5
291400,2,10,7,6
291400,3,6,8,2
291400,4,5,4,0
291400,5,4,4,0
291400,6,3,2,2
291400,7,1,6,1
291400,8,6,6,5
291400,9,7,8,6
291400,10,3,13,3
291400,11,13,15,11
291400,12,9,8,5
291400,13,11,15,4
291400,14,9,12,10
291400,15,14,25,10
291400,16,9,19,9
291400,17,11,16,7
291400,18,11,22,6
291400,19,19,26,8
291400,20,25,27,9
291400,21,18,24,6
291400,22,13,12,6
291400,23,21,18,8
291500,0,11,4,2
291500,1,7,3,2
291500,2,2,6,2
291500,3,2,3,2
291500,4,3,0,2
291500,5,3,2,3
291500,6,1,6,1
291500,7,0,2,1
291500,8,0,1,5
291500,9,5,2,4
291500,10,2,2,3
291500,11,4,3,4
291500,12,2,3,5
291500,13,4,8,7
291500,14,11,12,6
291500,15,2,7,3
291500,16,6,7,9
291500,17,3,7,7
291500,18,7,9,5
291500,19,9,5,7
291500,20,10,8,5
291500,21,12,10,6
291500,22,14,5,7
291500,23,7,5,2
291600,0,10,1,0
291600,1,2,0,0
291600,2,3,2,1
291600,3,1,0,0
291600,4,2,2,0
291600,5,0,0,0
291600,6,0,0,0
291600,7,2,0,1
291600,8,1,2,0
291600,9,1,1,1
291600,10,0,2,0
291600,11,0,1,1
291600,12,1,1,2
291600,13,0,3,1
291600,14,2,2,0
291600,15,3,3,1
291600,16,0,2,1
291600,17,1,1,0
291600,18,3,1,1
291600,19,5,1,3
291600,20,3,6,1
291600,21,4,5,5
291600,22,4,2,3
291600,23,5,0,3
291700,0,2,4,1
291700,1,2,1,0
291700,2,4,5,0
291700,3,0,2,0
291700,4,1,1,0
291700,5,0,2,0
291700,6,0,2,1
291700,7,0,3,1
291700,8,0,0,1
291700,9,0,0,1
291700,10,1,3,1
291700,11,0,1,1
291700,12,3,2,2
291700,13,1,6,0
291700,14,5,5,3
291700,15,5,9,4
291700,16,8,2,2
291700,17,0,7,1
291700,18,7,7,1
291700,19,8,13,6
291700,20,8,4,4
291700,21,3,10,6
291700,22,5,4,5
291700,23,2,5,2
291800,0,10,10,5
291800,1,6,9,1
291800,2,6,9,0
291800,3,7,4,2
291800,4,4,6,0
291800,5,3,5,0
291800,6,1,5,1
291800,7,0,6,0
291800,8,2,3,1
291800,9,3,1,3
291800,10,1,7,1
291800,11,2,5,0
291800,12,6,8,4
291800,13,4,6,5
291800,14,7,12,5
291800,15,3,12,2
291800,16,8,11,5
291800,17,5,10,1
291800,18,5,13,3
291800,19,13,9,10
291800,20,4,16,3
291800,21,4,13,4
291800,22,4,10,3
291800,23,10,14,2
291900,0,2,1,0
291900,1,2,1,1
291900,2,0,1,1
291900,3,3,3,1
291900,4,1,0,1
291900,5,0,0,0
291900,6,0,0,1
291900,7,1,0,0
291900,8,1,2,0
291900,9,1,2,0
291900,10,2,2,0
291900,11,0,0,1
291900,12,2,2,2
291900,13,0,0,1
291900,14,0,1,2
291900,15,1,2,2
291900,16,0,3,1
291900,17,3,2,0
291900,18,2,1,3
291900,19,3,3,4
291900,20,1,0,3
291900,21,2,0,3
291900,22,2,2,2
291900,23,3,6,1
292000,0,3,2,1
292000,1,2,5,1
292000,2,2,5,2
292000,3,2,1,1
292000,4,1,3,1
292000,5,0,3,0
292000,6,1,0,1
292000,7,1,1,1
292000,8,1,2,0
292000,9,4,3,1
292000,10,4,3,1
292000,11,1,9,1
292000,12,4,5,2
292000,13,2,8,2
292000,14,3,7,1
292000,15,1,7,2
292000,16,6,6,1
292000,17,5,4,2
292000,18,4,9,3
292000,19,2,8,3
292000,20,8,6,1
292000,21,2,3,6
292000,22,4,7,3
292000,23,2,7,2
292100,0,5,3,0
292100,1,5,1,4
292100,2,1,1,3
292100,3,3,4,0
292100,4,3,0,1
292100,5,3,0,0
292100,6,1,4,0
292100,7,0,1,1
292100,8,0,1,1
292100,9,5,4,2
292100,10,0,3,3
292100,11,3,1,3
292100,12,1,2,3
292100,13,4,4,3
292100,14,3,4,5
292100,15,6,11,2
292100,16,6,4,2
292100,17,6,7,2
292100,18,10,5,2
292100,19,6,6,2
292100,20,9,9,2
292100,21,7,8,1
292100,22,7,3,4
292100,23,8,3,1
292200,0,30,22,7
292200,1,20,24,6
292200,2,22,12,2
292200,3,12,7,1
292200,4,5,10,3
292200,5,5,9,3
292200,6,2,5,4
292200,7,3,5,2
292200,8,5,9,2
292200,9,5,9,7
292200,10,5,10,8
292200,11,13,12,6
292200,12,11,14,5
292200,13,6,10,17
292200,14,12,17,8
292200,15,9,21,11
292200,16,15,19,10
292200,17,18,21,14
292200,18,21,18,16
292200,19,19,25,19
292200,20,25,24,17
292200,21,19,26,9
292200,22,20,26,8
292200,23,15,25,6
292300,0,3,5,4
292300,1,4,6,1
292300,2,1,3,4
292300,3,1,1,1
292300,4,2,4,0
292300,5,2,2,0
292300,6,0,4,0
292300,7,0,3,0
292300,8,1,7,0
292300,9,2,5,1
292300,10,0,4,5
292300,11,2,8,1
292300,12,2,8,2
292300,13,0,9,0
292300,14,2,7,2
292300,15,1,13,2
292300,16,1,13,5
292300,17,4,11,2
292300,18,4,13,6
292300,19,4,15,7
292300,20,6,14,7
292300,21,3,7,3
292300,22,5,16,2
292300,23,5,10,4
292400,0,11,18,6
292400,1,9,19,2
292400,2,7,12,4
292400,3,3,8,3
292400,4,0,6,1
292400,5,5,7,1
292400,6,3,5,0
292400,7,1,9,0
292400,8,3,8,1
292400,9,4,5,5
292400,10,3,17,4
292400,11,2,14,5
292400,12,7,15,6
292400,13,8,14,10
292400,14,11,15,8
292400,15,8,18,12
292400,16,7,25,10
292400,17,13,21,12
292400,18,10,26,7
